Index,	Free Memory (kB),	Load Avg (1 min),	Load Avg (5 min),	Load Avg (15 min),	Running Processes,	Total Processes,	Time,	Computer Name
564,	636972,	0.16,	0.19,	0.18,	1,	204,	2-13-2018 23:21:28,	raspberrypi
565,	636980,	0.15,	0.18,	0.18,	1,	203,	2-13-2018 23:22:28,	raspberrypi
566,	636972,	0.22,	0.19,	0.18,	2,	204,	2-13-2018 23:23:28,	raspberrypi
567,	637096,	0.14,	0.17,	0.18,	1,	204,	2-13-2018 23:24:28,	raspberrypi
568,	637096,	0.20,	0.18,	0.18,	1,	204,	2-13-2018 23:25:28,	raspberrypi
569,	637096,	0.21,	0.18,	0.18,	1,	204,	2-13-2018 23:26:28,	raspberrypi
570,	637088,	0.19,	0.18,	0.18,	1,	204,	2-13-2018 23:27:28,	raspberrypi
571,	636964,	0.19,	0.17,	0.18,	1,	203,	2-13-2018 23:28:28,	raspberrypi
572,	636832,	0.17,	0.17,	0.18,	2,	204,	2-13-2018 23:29:28,	raspberrypi
573,	636832,	0.17,	0.17,	0.18,	2,	204,	2-13-2018 23:30:28,	raspberrypi
574,	636832,	0.16,	0.17,	0.18,	2,	204,	2-13-2018 23:31:28,	raspberrypi
575,	636832,	0.16,	0.17,	0.18,	1,	204,	2-13-2018 23:32:28,	raspberrypi
576,	636708,	0.29,	0.20,	0.19,	2,	204,	2-13-2018 23:33:28,	raspberrypi
577,	636824,	0.20,	0.19,	0.18,	2,	203,	2-13-2018 23:34:28,	raspberrypi
578,	636708,	0.23,	0.20,	0.18,	2,	204,	2-13-2018 23:35:28,	raspberrypi
579,	636708,	0.25,	0.21,	0.18,	2,	204,	2-13-2018 23:36:28,	raspberrypi
580,	636692,	0.20,	0.20,	0.18,	2,	204,	2-13-2018 23:37:28,	raspberrypi
581,	636700,	0.25,	0.21,	0.18,	1,	204,	2-13-2018 23:38:28,	raspberrypi
582,	636296,	0.19,	0.20,	0.18,	1,	204,	2-13-2018 23:39:28,	raspberrypi
583,	636320,	0.22,	0.21,	0.18,	2,	203,	2-13-2018 23:40:28,	raspberrypi
584,	635520,	0.26,	0.22,	0.19,	1,	206,	2-13-2018 23:41:28,	raspberrypi
585,	636296,	0.21,	0.20,	0.18,	2,	204,	2-13-2018 23:42:28,	raspberrypi
586,	635916,	0.23,	0.21,	0.18,	1,	204,	2-13-2018 23:43:28,	raspberrypi
587,	635984,	0.19,	0.20,	0.18,	1,	207,	2-13-2018 23:44:28,	raspberrypi
588,	636792,	0.22,	0.21,	0.18,	1,	205,	2-13-2018 23:45:28,	raspberrypi
589,	635800,	0.17,	0.20,	0.18,	1,	205,	2-13-2018 23:46:28,	raspberrypi
590,	635800,	0.20,	0.20,	0.18,	1,	205,	2-13-2018 23:47:28,	raspberrypi
591,	635800,	0.24,	0.21,	0.18,	1,	205,	2-13-2018 23:48:28,	raspberrypi
592,	635744,	0.18,	0.20,	0.18,	2,	206,	2-13-2018 23:49:28,	raspberrypi
593,	636304,	0.27,	0.22,	0.19,	1,	204,	2-13-2018 23:50:28,	raspberrypi
594,	635684,	0.27,	0.23,	0.19,	2,	204,	2-13-2018 23:51:28,	raspberrypi
595,	635736,	0.21,	0.22,	0.18,	1,	206,	2-13-2018 23:52:28,	raspberrypi
596,	636048,	0.23,	0.22,	0.18,	1,	204,	2-13-2018 23:53:28,	raspberrypi
597,	635116,	0.27,	0.22,	0.19,	1,	206,	2-13-2018 23:54:28,	raspberrypi
598,	636172,	0.27,	0.24,	0.19,	2,	204,	2-13-2018 23:55:28,	raspberrypi
599,	635676,	0.27,	0.24,	0.19,	1,	204,	2-13-2018 23:56:28,	raspberrypi
600,	635224,	0.24,	0.24,	0.19,	2,	206,	2-13-2018 23:57:28,	raspberrypi
601,	635792,	0.24,	0.24,	0.19,	1,	204,	2-13-2018 23:58:28,	raspberrypi
602,	635776,	0.18,	0.22,	0.19,	1,	204,	2-13-2018 23:59:28,	raspberrypi
603,	635000,	0.15,	0.21,	0.18,	2,	206,	2-14-2018 00:00:28,	raspberrypi
604,	635420,	0.27,	0.23,	0.19,	1,	204,	2-14-2018 00:01:28,	raspberrypi
605,	634348,	0.14,	0.20,	0.18,	1,	206,	2-14-2018 00:02:28,	raspberrypi
606,	635156,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 00:03:28,	raspberrypi
607,	635544,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 00:04:28,	raspberrypi
608,	634612,	0.18,	0.19,	0.18,	1,	206,	2-14-2018 00:05:28,	raspberrypi
609,	634924,	0.18,	0.19,	0.18,	2,	204,	2-14-2018 00:06:28,	raspberrypi
610,	634612,	0.17,	0.18,	0.18,	1,	206,	2-14-2018 00:07:28,	raspberrypi
611,	635280,	0.16,	0.17,	0.18,	2,	204,	2-14-2018 00:08:28,	raspberrypi
612,	634816,	0.21,	0.19,	0.18,	1,	204,	2-14-2018 00:09:28,	raspberrypi
613,	634256,	0.17,	0.18,	0.18,	1,	204,	2-14-2018 00:10:28,	raspberrypi
614,	634932,	0.23,	0.19,	0.18,	2,	203,	2-14-2018 00:11:28,	raspberrypi
615,	634924,	0.14,	0.17,	0.18,	2,	204,	2-14-2018 00:12:28,	raspberrypi
616,	633868,	0.25,	0.20,	0.18,	1,	206,	2-14-2018 00:13:28,	raspberrypi
617,	634800,	0.22,	0.19,	0.18,	1,	204,	2-14-2018 00:14:28,	raspberrypi
618,	634676,	0.19,	0.18,	0.18,	2,	204,	2-14-2018 00:15:28,	raspberrypi
619,	634132,	0.23,	0.19,	0.18,	1,	206,	2-14-2018 00:16:28,	raspberrypi
620,	634304,	0.19,	0.19,	0.18,	1,	204,	2-14-2018 00:17:28,	raspberrypi
621,	634676,	0.21,	0.20,	0.18,	2,	204,	2-14-2018 00:18:28,	raspberrypi
622,	633628,	0.17,	0.19,	0.18,	2,	207,	2-14-2018 00:19:28,	raspberrypi
623,	634296,	0.20,	0.20,	0.18,	2,	205,	2-14-2018 00:20:28,	raspberrypi
624,	634652,	0.24,	0.21,	0.18,	2,	205,	2-14-2018 00:21:28,	raspberrypi
625,	634412,	0.18,	0.20,	0.18,	2,	206,	2-14-2018 00:22:28,	raspberrypi
626,	633784,	0.21,	0.21,	0.18,	2,	207,	2-14-2018 00:23:28,	raspberrypi
627,	634412,	0.18,	0.20,	0.18,	2,	206,	2-14-2018 00:24:28,	raspberrypi
628,	634288,	0.24,	0.22,	0.19,	1,	206,	2-14-2018 00:25:28,	raspberrypi
629,	633908,	0.25,	0.22,	0.19,	1,	206,	2-14-2018 00:26:28,	raspberrypi
630,	633256,	0.19,	0.21,	0.18,	1,	206,	2-14-2018 00:27:28,	raspberrypi
631,	633660,	0.16,	0.20,	0.18,	2,	204,	2-14-2018 00:28:28,	raspberrypi
632,	634248,	0.23,	0.21,	0.18,	2,	204,	2-14-2018 00:29:28,	raspberrypi
633,	633768,	0.14,	0.18,	0.18,	1,	204,	2-14-2018 00:30:28,	raspberrypi
634,	633784,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 00:31:28,	raspberrypi
635,	633768,	0.25,	0.21,	0.18,	1,	204,	2-14-2018 00:32:28,	raspberrypi
636,	632744,	0.20,	0.20,	0.18,	2,	206,	2-14-2018 00:33:28,	raspberrypi
637,	633264,	0.23,	0.21,	0.18,	1,	205,	2-14-2018 00:34:28,	raspberrypi
638,	633156,	0.19,	0.20,	0.18,	2,	205,	2-14-2018 00:35:28,	raspberrypi
639,	632844,	0.21,	0.21,	0.18,	1,	207,	2-14-2018 00:36:28,	raspberrypi
640,	633404,	0.17,	0.20,	0.18,	1,	205,	2-14-2018 00:37:28,	raspberrypi
641,	633528,	0.27,	0.22,	0.19,	2,	205,	2-14-2018 00:38:28,	raspberrypi
642,	632916,	0.30,	0.24,	0.19,	1,	204,	2-14-2018 00:39:28,	raspberrypi
643,	633040,	0.20,	0.22,	0.19,	1,	204,	2-14-2018 00:40:28,	raspberrypi
644,	633024,	0.23,	0.23,	0.19,	1,	204,	2-14-2018 00:41:28,	raspberrypi
645,	633008,	0.28,	0.24,	0.19,	1,	204,	2-14-2018 00:42:28,	raspberrypi
646,	633032,	0.22,	0.23,	0.19,	1,	203,	2-14-2018 00:43:28,	raspberrypi
647,	632480,	0.31,	0.25,	0.19,	1,	206,	2-14-2018 00:44:29,	raspberrypi
648,	632900,	0.29,	0.25,	0.19,	1,	204,	2-14-2018 00:45:29,	raspberrypi
649,	633164,	0.22,	0.23,	0.19,	2,	204,	2-14-2018 00:46:29,	raspberrypi
650,	632472,	0.28,	0.25,	0.19,	1,	206,	2-14-2018 00:47:29,	raspberrypi
651,	633404,	0.21,	0.23,	0.19,	2,	204,	2-14-2018 00:48:29,	raspberrypi
652,	633148,	0.23,	0.23,	0.19,	2,	204,	2-14-2018 00:49:29,	raspberrypi
653,	632356,	0.18,	0.22,	0.18,	2,	206,	2-14-2018 00:50:29,	raspberrypi
654,	632388,	0.21,	0.22,	0.18,	1,	204,	2-14-2018 00:51:29,	raspberrypi
655,	632652,	0.24,	0.23,	0.18,	2,	204,	2-14-2018 00:52:29,	raspberrypi
656,	632092,	0.23,	0.23,	0.19,	2,	206,	2-14-2018 00:53:29,	raspberrypi
657,	632388,	0.24,	0.23,	0.19,	2,	204,	2-14-2018 00:54:29,	raspberrypi
658,	632140,	0.25,	0.23,	0.19,	1,	204,	2-14-2018 00:55:29,	raspberrypi
659,	631968,	0.19,	0.22,	0.18,	2,	206,	2-14-2018 00:56:29,	raspberrypi
660,	632652,	0.22,	0.22,	0.18,	1,	204,	2-14-2018 00:57:29,	raspberrypi
661,	632528,	0.26,	0.23,	0.19,	1,	204,	2-14-2018 00:58:29,	raspberrypi
662,	632652,	0.33,	0.25,	0.19,	2,	204,	2-14-2018 00:59:29,	raspberrypi
663,	632528,	0.27,	0.25,	0.19,	1,	204,	2-14-2018 01:00:29,	raspberrypi
664,	632396,	0.27,	0.25,	0.19,	2,	204,	2-14-2018 01:01:29,	raspberrypi
665,	632140,	0.16,	0.22,	0.18,	1,	203,	2-14-2018 01:02:29,	raspberrypi
666,	631652,	0.21,	0.22,	0.18,	1,	204,	2-14-2018 01:03:29,	raspberrypi
667,	631332,	0.25,	0.22,	0.19,	1,	206,	2-14-2018 01:04:29,	raspberrypi
668,	631404,	0.20,	0.21,	0.18,	1,	204,	2-14-2018 01:05:29,	raspberrypi
669,	631776,	0.23,	0.22,	0.18,	1,	204,	2-14-2018 01:06:29,	raspberrypi
670,	631084,	0.19,	0.20,	0.18,	2,	206,	2-14-2018 01:07:29,	raspberrypi
671,	631760,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 01:08:29,	raspberrypi
672,	631752,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 01:09:29,	raspberrypi
673,	630696,	0.21,	0.21,	0.18,	2,	206,	2-14-2018 01:10:29,	raspberrypi
674,	631628,	0.17,	0.20,	0.18,	2,	204,	2-14-2018 01:11:29,	raspberrypi
675,	631504,	0.29,	0.23,	0.19,	2,	204,	2-14-2018 01:12:29,	raspberrypi
676,	631084,	0.32,	0.25,	0.20,	2,	206,	2-14-2018 01:13:29,	raspberrypi
677,	631496,	0.24,	0.25,	0.20,	1,	205,	2-14-2018 01:14:29,	raspberrypi
678,	631372,	0.24,	0.25,	0.20,	1,	205,	2-14-2018 01:15:29,	raspberrypi
679,	631496,	0.26,	0.25,	0.20,	2,	205,	2-14-2018 01:16:29,	raspberrypi
680,	631000,	0.21,	0.23,	0.19,	2,	205,	2-14-2018 01:17:29,	raspberrypi
681,	631264,	0.30,	0.25,	0.20,	1,	205,	2-14-2018 01:18:29,	raspberrypi
682,	631132,	0.29,	0.25,	0.20,	2,	204,	2-14-2018 01:19:29,	raspberrypi
683,	631240,	0.22,	0.23,	0.19,	2,	204,	2-14-2018 01:20:29,	raspberrypi
684,	630744,	0.25,	0.23,	0.19,	2,	204,	2-14-2018 01:21:29,	raspberrypi
685,	630884,	0.19,	0.22,	0.19,	1,	206,	2-14-2018 01:22:29,	raspberrypi
686,	630760,	0.22,	0.23,	0.19,	2,	203,	2-14-2018 01:23:29,	raspberrypi
687,	630976,	0.18,	0.21,	0.18,	2,	204,	2-14-2018 01:24:29,	raspberrypi
688,	630504,	0.14,	0.20,	0.18,	1,	204,	2-14-2018 01:25:29,	raspberrypi
689,	630876,	0.28,	0.22,	0.19,	1,	204,	2-14-2018 01:26:29,	raspberrypi
690,	630628,	0.15,	0.20,	0.18,	1,	204,	2-14-2018 01:27:29,	raspberrypi
691,	630620,	0.21,	0.20,	0.18,	1,	205,	2-14-2018 01:28:29,	raspberrypi
692,	630620,	0.20,	0.20,	0.18,	1,	205,	2-14-2018 01:29:29,	raspberrypi
693,	630176,	0.18,	0.19,	0.18,	2,	207,	2-14-2018 01:30:29,	raspberrypi
694,	630496,	0.18,	0.18,	0.18,	1,	205,	2-14-2018 01:31:29,	raspberrypi
695,	630744,	0.17,	0.18,	0.18,	1,	205,	2-14-2018 01:32:29,	raspberrypi
696,	629696,	0.16,	0.17,	0.18,	2,	208,	2-14-2018 01:33:29,	raspberrypi
697,	630116,	0.15,	0.17,	0.18,	2,	206,	2-14-2018 01:34:29,	raspberrypi
698,	629976,	0.15,	0.17,	0.18,	2,	206,	2-14-2018 01:35:29,	raspberrypi
699,	629928,	0.22,	0.18,	0.18,	2,	208,	2-14-2018 01:36:29,	raspberrypi
700,	629868,	0.14,	0.16,	0.18,	2,	206,	2-14-2018 01:37:29,	raspberrypi
701,	630124,	0.20,	0.18,	0.18,	2,	205,	2-14-2018 01:38:29,	raspberrypi
702,	630116,	0.25,	0.19,	0.18,	1,	205,	2-14-2018 01:39:29,	raspberrypi
703,	630100,	0.20,	0.18,	0.18,	1,	205,	2-14-2018 01:40:29,	raspberrypi
704,	629844,	0.23,	0.19,	0.18,	2,	205,	2-14-2018 01:41:29,	raspberrypi
705,	629860,	0.19,	0.19,	0.18,	1,	205,	2-14-2018 01:42:29,	raspberrypi
706,	629488,	0.21,	0.20,	0.18,	1,	203,	2-14-2018 01:43:29,	raspberrypi
707,	628952,	0.17,	0.19,	0.18,	1,	206,	2-14-2018 01:44:29,	raspberrypi
708,	629852,	0.29,	0.23,	0.19,	2,	204,	2-14-2018 01:45:29,	raspberrypi
709,	629728,	0.28,	0.23,	0.19,	1,	204,	2-14-2018 01:46:29,	raspberrypi
710,	628828,	0.19,	0.22,	0.19,	1,	206,	2-14-2018 01:47:29,	raspberrypi
711,	629416,	0.35,	0.27,	0.20,	1,	207,	2-14-2018 01:48:29,	raspberrypi
712,	629184,	0.49,	0.33,	0.23,	1,	206,	2-14-2018 01:49:29,	raspberrypi
713,	629292,	0.29,	0.30,	0.22,	1,	207,	2-14-2018 01:50:29,	raspberrypi
714,	629232,	0.26,	0.29,	0.22,	1,	205,	2-14-2018 01:51:29,	raspberrypi
715,	629216,	0.28,	0.28,	0.22,	1,	205,	2-14-2018 01:52:29,	raspberrypi
716,	628672,	0.21,	0.26,	0.22,	2,	206,	2-14-2018 01:53:29,	raspberrypi
717,	629240,	0.38,	0.29,	0.23,	1,	203,	2-14-2018 01:54:29,	raspberrypi
718,	629076,	0.30,	0.29,	0.23,	1,	204,	2-14-2018 01:55:29,	raspberrypi
719,	628728,	0.28,	0.28,	0.23,	1,	204,	2-14-2018 01:56:29,	raspberrypi
720,	628852,	0.21,	0.26,	0.23,	1,	204,	2-14-2018 01:57:29,	raspberrypi
721,	627920,	0.23,	0.25,	0.23,	1,	206,	2-14-2018 01:58:29,	raspberrypi
722,	628852,	0.18,	0.24,	0.22,	1,	204,	2-14-2018 01:59:29,	raspberrypi
723,	628448,	0.14,	0.22,	0.21,	2,	204,	2-14-2018 02:00:29,	raspberrypi
724,	628308,	0.28,	0.25,	0.23,	1,	206,	2-14-2018 02:01:29,	raspberrypi
725,	629348,	0.15,	0.22,	0.21,	1,	204,	2-14-2018 02:02:29,	raspberrypi
726,	629208,	0.21,	0.22,	0.21,	2,	204,	2-14-2018 02:03:29,	raspberrypi
727,	628728,	0.20,	0.21,	0.21,	2,	204,	2-14-2018 02:04:29,	raspberrypi
728,	628728,	0.22,	0.22,	0.21,	1,	204,	2-14-2018 02:05:29,	raspberrypi
729,	628728,	0.19,	0.21,	0.20,	1,	204,	2-14-2018 02:06:29,	raspberrypi
730,	628060,	0.21,	0.21,	0.20,	2,	207,	2-14-2018 02:07:29,	raspberrypi
731,	628596,	0.18,	0.20,	0.20,	2,	205,	2-14-2018 02:08:29,	raspberrypi
732,	628340,	0.21,	0.21,	0.20,	1,	206,	2-14-2018 02:09:29,	raspberrypi
733,	628084,	0.17,	0.20,	0.19,	2,	206,	2-14-2018 02:10:29,	raspberrypi
734,	627712,	0.23,	0.21,	0.19,	1,	206,	2-14-2018 02:11:29,	raspberrypi
735,	627176,	0.14,	0.18,	0.18,	2,	207,	2-14-2018 02:12:29,	raspberrypi
736,	627828,	0.20,	0.19,	0.18,	1,	205,	2-14-2018 02:13:29,	raspberrypi
737,	628216,	0.25,	0.20,	0.19,	1,	204,	2-14-2018 02:14:29,	raspberrypi
738,	627524,	0.20,	0.20,	0.18,	2,	206,	2-14-2018 02:15:29,	raspberrypi
739,	628092,	0.23,	0.21,	0.18,	1,	204,	2-14-2018 02:16:29,	raspberrypi
740,	627844,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 02:17:29,	raspberrypi
741,	627284,	0.21,	0.20,	0.18,	2,	206,	2-14-2018 02:18:29,	raspberrypi
742,	628216,	0.23,	0.21,	0.18,	2,	204,	2-14-2018 02:19:29,	raspberrypi
743,	627968,	0.25,	0.23,	0.19,	1,	204,	2-14-2018 02:20:29,	raspberrypi
744,	627292,	0.26,	0.23,	0.19,	2,	205,	2-14-2018 02:21:30,	raspberrypi
745,	627472,	0.19,	0.22,	0.18,	2,	204,	2-14-2018 02:22:30,	raspberrypi
746,	627596,	0.22,	0.22,	0.18,	2,	204,	2-14-2018 02:23:30,	raspberrypi
747,	627448,	0.25,	0.23,	0.19,	2,	204,	2-14-2018 02:24:30,	raspberrypi
748,	627464,	0.20,	0.22,	0.18,	2,	204,	2-14-2018 02:25:30,	raspberrypi
749,	626656,	0.23,	0.22,	0.18,	2,	206,	2-14-2018 02:26:30,	raspberrypi
750,	627588,	0.27,	0.22,	0.19,	2,	204,	2-14-2018 02:27:30,	raspberrypi
751,	627448,	0.21,	0.21,	0.18,	2,	204,	2-14-2018 02:28:30,	raspberrypi
752,	626532,	0.25,	0.22,	0.18,	1,	206,	2-14-2018 02:29:30,	raspberrypi
753,	627340,	0.19,	0.21,	0.18,	1,	204,	2-14-2018 02:30:30,	raspberrypi
754,	627340,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 02:31:30,	raspberrypi
755,	626424,	0.18,	0.20,	0.18,	1,	206,	2-14-2018 02:32:30,	raspberrypi
756,	626820,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 02:33:30,	raspberrypi
757,	627092,	0.24,	0.21,	0.18,	1,	204,	2-14-2018 02:34:30,	raspberrypi
758,	626656,	0.19,	0.20,	0.18,	1,	206,	2-14-2018 02:35:30,	raspberrypi
759,	626968,	0.22,	0.21,	0.18,	1,	204,	2-14-2018 02:36:30,	raspberrypi
760,	626968,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 02:37:30,	raspberrypi
761,	626408,	0.27,	0.21,	0.19,	1,	206,	2-14-2018 02:38:30,	raspberrypi
762,	626952,	0.21,	0.20,	0.18,	2,	205,	2-14-2018 02:39:30,	raspberrypi
763,	626044,	0.18,	0.20,	0.18,	1,	206,	2-14-2018 02:40:30,	raspberrypi
764,	627100,	0.18,	0.19,	0.18,	2,	204,	2-14-2018 02:41:30,	raspberrypi
765,	626852,	0.23,	0.21,	0.19,	1,	203,	2-14-2018 02:42:30,	raspberrypi
766,	626648,	0.19,	0.20,	0.18,	2,	204,	2-14-2018 02:43:30,	raspberrypi
767,	626100,	0.16,	0.19,	0.18,	2,	204,	2-14-2018 02:44:30,	raspberrypi
768,	626224,	0.15,	0.19,	0.18,	2,	204,	2-14-2018 02:45:30,	raspberrypi
769,	625524,	0.22,	0.20,	0.18,	1,	206,	2-14-2018 02:46:30,	raspberrypi
770,	626704,	0.14,	0.17,	0.18,	2,	204,	2-14-2018 02:47:30,	raspberrypi
771,	626256,	0.26,	0.20,	0.19,	1,	204,	2-14-2018 02:48:30,	raspberrypi
772,	625448,	0.23,	0.20,	0.18,	2,	206,	2-14-2018 02:49:30,	raspberrypi
773,	626380,	0.25,	0.20,	0.19,	2,	204,	2-14-2018 02:50:30,	raspberrypi
774,	626372,	0.25,	0.21,	0.19,	2,	204,	2-14-2018 02:51:30,	raspberrypi
775,	625688,	0.19,	0.20,	0.18,	2,	206,	2-14-2018 02:52:30,	raspberrypi
776,	626124,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 02:53:30,	raspberrypi
777,	619992,	0.17,	0.20,	0.18,	2,	204,	2-14-2018 02:54:30,	raspberrypi
778,	619668,	0.20,	0.20,	0.18,	1,	204,	2-14-2018 02:55:30,	raspberrypi
779,	619620,	0.28,	0.23,	0.19,	1,	204,	2-14-2018 02:56:30,	raspberrypi
780,	619628,	0.20,	0.21,	0.18,	1,	204,	2-14-2018 02:57:30,	raspberrypi
781,	619420,	0.27,	0.23,	0.19,	1,	203,	2-14-2018 02:58:30,	raspberrypi
782,	619644,	0.41,	0.28,	0.20,	1,	205,	2-14-2018 02:59:30,	raspberrypi
783,	618604,	0.26,	0.26,	0.20,	1,	207,	2-14-2018 03:00:30,	raspberrypi
784,	619504,	0.25,	0.26,	0.20,	1,	205,	2-14-2018 03:01:30,	raspberrypi
785,	619132,	0.33,	0.27,	0.20,	1,	205,	2-14-2018 03:02:30,	raspberrypi
786,	619084,	0.23,	0.25,	0.20,	2,	207,	2-14-2018 03:03:30,	raspberrypi
787,	619280,	0.25,	0.25,	0.20,	2,	204,	2-14-2018 03:04:30,	raspberrypi
788,	619000,	0.19,	0.23,	0.19,	2,	204,	2-14-2018 03:05:30,	raspberrypi
789,	618456,	0.31,	0.25,	0.20,	1,	206,	2-14-2018 03:06:30,	raspberrypi
790,	619280,	0.21,	0.23,	0.19,	2,	204,	2-14-2018 03:07:30,	raspberrypi
791,	619520,	0.22,	0.23,	0.19,	2,	205,	2-14-2018 03:08:30,	raspberrypi
792,	618652,	0.25,	0.24,	0.19,	1,	207,	2-14-2018 03:09:30,	raspberrypi
793,	618792,	0.24,	0.24,	0.19,	2,	205,	2-14-2018 03:10:30,	raspberrypi
794,	619084,	0.29,	0.25,	0.20,	2,	205,	2-14-2018 03:11:30,	raspberrypi
795,	618792,	0.28,	0.25,	0.20,	1,	205,	2-14-2018 03:12:30,	raspberrypi
796,	618924,	0.21,	0.23,	0.19,	1,	204,	2-14-2018 03:13:30,	raspberrypi
797,	618536,	0.19,	0.22,	0.19,	1,	204,	2-14-2018 03:14:30,	raspberrypi
798,	619048,	0.17,	0.21,	0.18,	1,	204,	2-14-2018 03:15:30,	raspberrypi
799,	618676,	0.16,	0.20,	0.18,	2,	204,	2-14-2018 03:16:30,	raspberrypi
800,	618636,	0.15,	0.19,	0.18,	1,	204,	2-14-2018 03:17:30,	raspberrypi
801,	618180,	0.15,	0.18,	0.18,	1,	204,	2-14-2018 03:18:30,	raspberrypi
802,	618436,	0.22,	0.20,	0.18,	1,	203,	2-14-2018 03:19:30,	raspberrypi
803,	618132,	0.17,	0.19,	0.18,	1,	206,	2-14-2018 03:20:30,	raspberrypi
804,	618420,	0.14,	0.18,	0.18,	1,	204,	2-14-2018 03:21:30,	raspberrypi
805,	618156,	0.22,	0.19,	0.18,	2,	204,	2-14-2018 03:22:30,	raspberrypi
806,	617860,	0.12,	0.17,	0.18,	1,	206,	2-14-2018 03:23:30,	raspberrypi
807,	618412,	0.20,	0.18,	0.18,	1,	205,	2-14-2018 03:24:30,	raspberrypi
808,	618420,	0.19,	0.18,	0.18,	1,	205,	2-14-2018 03:25:30,	raspberrypi
809,	618520,	0.18,	0.18,	0.18,	1,	205,	2-14-2018 03:26:30,	raspberrypi
810,	618148,	0.19,	0.18,	0.18,	1,	205,	2-14-2018 03:27:30,	raspberrypi
811,	617992,	0.26,	0.19,	0.19,	1,	206,	2-14-2018 03:28:30,	raspberrypi
812,	618164,	0.20,	0.18,	0.18,	1,	205,	2-14-2018 03:29:30,	raspberrypi
813,	617792,	0.18,	0.18,	0.18,	2,	205,	2-14-2018 03:30:30,	raspberrypi
814,	617472,	0.22,	0.19,	0.18,	2,	207,	2-14-2018 03:31:30,	raspberrypi
815,	618164,	0.17,	0.18,	0.18,	2,	205,	2-14-2018 03:32:30,	raspberrypi
816,	617916,	0.21,	0.19,	0.18,	1,	204,	2-14-2018 03:33:30,	raspberrypi
817,	617496,	0.24,	0.20,	0.18,	1,	207,	2-14-2018 03:34:30,	raspberrypi
818,	617908,	0.19,	0.20,	0.18,	1,	204,	2-14-2018 03:35:30,	raspberrypi
819,	617908,	0.22,	0.20,	0.18,	2,	205,	2-14-2018 03:36:30,	raspberrypi
820,	617760,	0.25,	0.21,	0.19,	1,	205,	2-14-2018 03:37:30,	raspberrypi
821,	617652,	0.27,	0.22,	0.19,	1,	205,	2-14-2018 03:38:30,	raspberrypi
822,	616456,	0.30,	0.24,	0.19,	1,	206,	2-14-2018 03:39:30,	raspberrypi
823,	617280,	0.21,	0.22,	0.19,	1,	204,	2-14-2018 03:40:30,	raspberrypi
824,	617412,	0.22,	0.23,	0.19,	1,	203,	2-14-2018 03:41:30,	raspberrypi
825,	616712,	0.22,	0.23,	0.19,	1,	206,	2-14-2018 03:42:30,	raspberrypi
826,	617404,	0.22,	0.23,	0.19,	2,	204,	2-14-2018 03:43:30,	raspberrypi
827,	616472,	0.25,	0.23,	0.19,	1,	206,	2-14-2018 03:44:30,	raspberrypi
828,	617404,	0.18,	0.22,	0.18,	2,	204,	2-14-2018 03:45:30,	raspberrypi
829,	617404,	0.22,	0.22,	0.18,	1,	204,	2-14-2018 03:46:30,	raspberrypi
830,	616984,	0.25,	0.23,	0.18,	1,	206,	2-14-2018 03:47:30,	raspberrypi
831,	617032,	0.20,	0.22,	0.18,	2,	204,	2-14-2018 03:48:31,	raspberrypi
832,	616784,	0.23,	0.22,	0.18,	2,	204,	2-14-2018 03:49:31,	raspberrypi
833,	616596,	0.27,	0.22,	0.19,	2,	206,	2-14-2018 03:50:31,	raspberrypi
834,	616784,	0.21,	0.21,	0.18,	1,	204,	2-14-2018 03:51:31,	raspberrypi
835,	616752,	0.24,	0.22,	0.18,	2,	204,	2-14-2018 03:52:31,	raspberrypi
836,	616240,	0.25,	0.22,	0.19,	2,	206,	2-14-2018 03:53:31,	raspberrypi
837,	616908,	0.22,	0.21,	0.18,	2,	204,	2-14-2018 03:54:31,	raspberrypi
838,	616436,	0.25,	0.22,	0.19,	2,	204,	2-14-2018 03:55:31,	raspberrypi
839,	616528,	0.24,	0.22,	0.19,	1,	205,	2-14-2018 03:56:31,	raspberrypi
840,	616528,	0.18,	0.21,	0.18,	2,	205,	2-14-2018 03:57:31,	raspberrypi
841,	616768,	0.20,	0.21,	0.18,	1,	205,	2-14-2018 03:58:31,	raspberrypi
842,	616628,	0.24,	0.22,	0.18,	1,	205,	2-14-2018 03:59:31,	raspberrypi
843,	616892,	0.18,	0.21,	0.18,	1,	205,	2-14-2018 04:00:31,	raspberrypi
844,	616124,	0.22,	0.21,	0.18,	1,	206,	2-14-2018 04:01:31,	raspberrypi
845,	616560,	0.32,	0.23,	0.19,	1,	204,	2-14-2018 04:02:31,	raspberrypi
846,	616808,	0.23,	0.22,	0.18,	1,	204,	2-14-2018 04:03:31,	raspberrypi
847,	615892,	0.24,	0.23,	0.18,	1,	206,	2-14-2018 04:04:31,	raspberrypi
